id.resp_p,id.orig_h,id.resp_h,proto,orig_bytes,resp_bytes,ts,uid,id.orig_p,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,ip_proto,duration,client_initial_dcid,server_scid
443,192.168.1.3,142.251.16.103,tcp,0,0,1740118620.538112,CjmkAZs0CgHVng3r1,44865,REJ,True,True,0,IIZiiishH,1,60,1,40,6,0.0065689087,6b77933b392d05f9,eb77933b392d05f9
443,192.168.1.3,142.251.16.103,tcp,0,0,1740118488.179072,CjmkAZs0CgHVng3r1,44865,REJ,True,True,0,IIZiiishH,1,60,1,40,6,0.0065689087,6b77933b392d05f9,eb77933b392d05f9
443,192.168.1.3,142.251.16.103,tcp,0,0,1740119088.334748,CjmkAZs0CgHVng3r1,44865,REJ,True,True,0,IIZiiishH,1,60,1,40,6,0.0065689087,6b77933b392d05f9,eb77933b392d05f9
443,192.168.1.3,142.251.16.103,tcp,0,0,1740119688.363378,CjmkAZs0CgHVng3r1,44865,REJ,True,True,0,IIZiiishH,1,60,1,40,6,0.0065689087,6b77933b392d05f9,eb77933b392d05f9
53,192.168.1.3,192.168.1.1,udp,61,229,1740118961.547061,Cus8fw3eaNYFOxbWA6,32848,SF,True,True,0,Dd,1,89,1,257,17,0.0024080276000000003,6b77933b392d05f9,eb77933b392d05f9
53,192.168.1.3,192.168.1.1,udp,61,229,1740118728.315208,Cus8fw3eaNYFOxbWA6,32848,SF,True,True,0,Dd,1,89,1,257,17,0.0024080276000000003,6b77933b392d05f9,eb77933b392d05f9
53,192.168.1.3,192.168.1.1,udp,61,229,1740118608.221635,Cus8fw3eaNYFOxbWA6,32848,SF,True,True,0,Dd,1,89,1,257,17,0.0024080276000000003,6b77933b392d05f9,eb77933b392d05f9
53,192.168.1.3,192.168.1.1,udp,61,229,1740119028.329221,Cus8fw3eaNYFOxbWA6,32848,SF,True,True,0,Dd,1,89,1,257,17,0.0024080276000000003,6b77933b392d05f9,eb77933b392d05f9
53,192.168.1.3,192.168.1.1,udp,61,229,1740119568.351007,Cus8fw3eaNYFOxbWA6,32848,SF,True,True,0,Dd,1,89,1,257,17,0.0024080276000000003,6b77933b392d05f9,eb77933b392d05f9
53,192.168.1.3,192.168.1.1,udp,61,229,1740118488.179072,Cus8fw3eaNYFOxbWA6,32848,SF,True,True,0,Dd,1,89,1,257,17,0.0024080276000000003,6b77933b392d05f9,eb77933b392d05f9
53,192.168.1.3,192.168.1.1,udp,61,229,1740118968.328067,Cus8fw3eaNYFOxbWA6,32848,SF,True,True,0,Dd,1,89,1,257,17,0.0024080276000000003,6b77933b392d05f9,eb77933b392d05f9
53,192.168.1.3,192.168.1.1,udp,61,229,1740118728.315208,Cus8fw3eaNYFOxbWA6,32848,SF,True,True,0,Dd,1,89,1,257,17,0.0024080276000000003,6b77933b392d05f9,eb77933b392d05f9
9092,192.168.1.3,192.168.1.4,tcp,0,0,1740119586.078249,CutZUb3zyfOEB6W3Z9,43592,REJ,True,True,0,Sr,1,60,1,40,6,0.0001780987,6b77933b392d05f9,eb77933b392d05f9
9092,192.168.1.3,192.168.1.4,tcp,0,0,1740118968.328067,CutZUb3zyfOEB6W3Z9,43592,REJ,True,True,0,Sr,1,60,1,40,6,0.0001780987,6b77933b392d05f9,eb77933b392d05f9
9092,192.168.1.3,192.168.1.4,tcp,0,0,1740118488.179072,CutZUb3zyfOEB6W3Z9,43592,REJ,True,True,0,Sr,1,60,1,40,6,0.0001780987,6b77933b392d05f9,eb77933b392d05f9
9092,192.168.1.3,192.168.1.4,tcp,0,0,1740119568.351007,CutZUb3zyfOEB6W3Z9,43592,REJ,True,True,0,Sr,1,60,1,40,6,0.0001780987,6b77933b392d05f9,eb77933b392d05f9
9092,192.168.1.3,192.168.1.4,tcp,0,0,1740118681.343432,CutZUb3zyfOEB6W3Z9,43592,REJ,True,True,0,Sr,1,60,1,40,6,0.0072231293000000005,6b77933b392d05f9,eb77933b392d05f9
9092,192.168.1.3,192.168.1.4,tcp,0,0,1740118468.43469,CutZUb3zyfOEB6W3Z9,43592,REJ,True,True,0,Sr,1,60,1,40,6,0.00613904,6b77933b392d05f9,eb77933b392d05f9
9092,192.168.1.3,192.168.1.4,tcp,0,0,1740119148.337523,CutZUb3zyfOEB6W3Z9,43592,REJ,True,True,0,Sr,1,60,1,40,6,0.00613904,6b77933b392d05f9,eb77933b392d05f9
9092,192.168.1.3,192.168.1.4,tcp,0,0,1740118728.315208,CutZUb3zyfOEB6W3Z9,43592,REJ,True,True,0,Sr,1,60,1,40,6,0.00613904,6b77933b392d05f9,eb77933b392d05f9
53,192.168.1.3,192.168.1.1,udp,0,0,1740118085.513009,Cbc9Lt3Wm9y4skh76k,58723,REJ,True,True,0,Sr,1,60,1,40,6,0.00613904,6b77933b392d05f9,eb77933b392d05f9
53,192.168.1.3,192.168.1.1,udp,71,141,1740118537.880194,CZAkKIu1WkCXqJEF3,36290,SF,True,True,0,Dd,1,99,1,169,17,0.0011911392,6b77933b392d05f9,eb77933b392d05f9
443,192.168.1.3,20.190.152.19,tcp,2580,4579,1740118083.845018,C7Bsqb427Kjk5R7J27,52614,RSTR,True,False,0,ShADadr,10,3000,10,4991,6,128.168102026,6b77933b392d05f9,eb77933b392d05f9
443,192.168.1.3,20.190.152.19,tcp,2580,4579,1740118248.051058,C7Bsqb427Kjk5R7J27,52614,RSTR,True,False,0,ShADadr,10,3000,10,4991,6,128.168102026,6b77933b392d05f9,eb77933b392d05f9
443,192.168.1.3,20.190.152.19,tcp,2580,4579,1740119388.346681,C7Bsqb427Kjk5R7J27,52614,RSTR,True,False,0,ShADadr,10,3000,10,4991,6,128.168102026,6b77933b392d05f9,eb77933b392d05f9
443,192.168.1.3,20.190.152.19,tcp,2580,4579,1740119208.340776,C7Bsqb427Kjk5R7J27,52614,RSTR,True,False,0,ShADadr,10,3000,10,4991,6,128.168102026,6b77933b392d05f9,eb77933b392d05f9
443,192.168.1.3,20.190.152.19,tcp,2580,4579,1740119368.749059,C7Bsqb427Kjk5R7J27,52614,RSTR,True,False,0,ShADadr,10,3000,10,4991,6,0.006567955,6b77933b392d05f9,eb77933b392d05f9
443,192.168.1.3,20.190.152.19,tcp,2580,4579,1740119088.334748,C7Bsqb427Kjk5R7J27,52614,RSTR,True,False,0,ShADadr,10,3000,10,4991,6,0.006567955,6b77933b392d05f9,eb77933b392d05f9
9092,192.168.1.3,192.168.1.4,tcp,0,0,1740118272.681886,C1Mzc31Z0sYKE4ETP1,55206,REJ,True,True,0,Sr,1,60,1,40,6,0.0001320839,6b77933b392d05f9,eb77933b392d05f9
9092,192.168.1.3,192.168.1.4,tcp,0,0,1740118788.320099,C1Mzc31Z0sYKE4ETP1,55206,REJ,True,True,0,Sr,1,60,1,40,6,0.0001320839,6b77933b392d05f9,eb77933b392d05f9
53,192.168.1.3,192.168.1.1,udp,0,0,1740118964.867566,Ct09OQ3D0ERjf8Dgga,52203,REJ,True,True,0,Sr,1,60,1,40,6,0.0001320839,6b77933b392d05f9,eb77933b392d05f9
53,192.168.1.3,192.168.1.1,udp,0,0,1740117947.876753,Ct09OQ3D0ERjf8Dgga,52203,REJ,True,True,0,Sr,1,60,1,40,6,0.0001320839,6b77933b392d05f9,eb77933b392d05f9
53,192.168.1.3,192.168.1.1,udp,0,0,1740119508.349664,Ct09OQ3D0ERjf8Dgga,52203,REJ,True,True,0,Sr,1,60,1,40,6,0.0001320839,6b77933b392d05f9,eb77933b392d05f9
53,192.168.1.3,192.168.1.1,udp,0,0,1740118788.320099,Ct09OQ3D0ERjf8Dgga,52203,REJ,True,True,0,Sr,1,60,1,40,6,0.0001320839,6b77933b392d05f9,eb77933b392d05f9
53,192.168.1.3,192.168.1.1,udp,0,0,1740119268.341435,Ct09OQ3D0ERjf8Dgga,52203,REJ,True,True,0,Sr,1,60,1,40,6,0.0001320839,6b77933b392d05f9,eb77933b392d05f9
53,192.168.1.3,192.168.1.1,udp,0,0,1740118908.326104,Ct09OQ3D0ERjf8Dgga,52203,REJ,True,True,0,Sr,1,60,1,40,6,0.0001320839,6b77933b392d05f9,eb77933b392d05f9
53,192.168.1.3,192.168.1.1,udp,0,0,1740118308.095205,Ct09OQ3D0ERjf8Dgga,52203,REJ,True,True,0,Sr,1,60,1,40,6,0.0001320839,6b77933b392d05f9,eb77933b392d05f9
53,192.168.1.3,192.168.1.1,udp,0,0,1740119688.363378,Ct09OQ3D0ERjf8Dgga,52203,REJ,True,True,0,Sr,1,60,1,40,6,0.0001320839,6b77933b392d05f9,eb77933b392d05f9
53,192.168.1.3,192.168.1.1,udp,0,0,1740118968.328067,Ct09OQ3D0ERjf8Dgga,52203,REJ,True,True,0,Sr,1,60,1,40,6,0.0001320839,6b77933b392d05f9,eb77933b392d05f9
53,192.168.1.3,192.168.1.1,udp,0,0,1740118308.095205,Ct09OQ3D0ERjf8Dgga,52203,REJ,True,True,0,Sr,1,60,1,40,6,0.0001320839,6b77933b392d05f9,eb77933b392d05f9
53,192.168.1.3,192.168.1.1,udp,0,0,1740119088.334748,Ct09OQ3D0ERjf8Dgga,52203,REJ,True,True,0,Sr,1,60,1,40,6,0.0001320839,6b77933b392d05f9,eb77933b392d05f9
53,192.168.1.3,192.168.1.1,udp,0,0,1740119568.351007,Ct09OQ3D0ERjf8Dgga,52203,REJ,True,True,0,Sr,1,60,1,40,6,0.0001320839,6b77933b392d05f9,eb77933b392d05f9
53,192.168.1.3,192.168.1.1,udp,0,0,1740118848.320485,Ct09OQ3D0ERjf8Dgga,52203,REJ,True,True,0,Sr,1,60,1,40,6,0.0001320839,6b77933b392d05f9,eb77933b392d05f9
53,192.168.1.3,192.168.1.1,udp,0,0,1740119088.334748,Ct09OQ3D0ERjf8Dgga,52203,REJ,True,True,0,Sr,1,60,1,40,6,0.0001320839,6b77933b392d05f9,eb77933b392d05f9
53,192.168.1.3,192.168.1.1,udp,0,0,1740119928.374301,Ct09OQ3D0ERjf8Dgga,52203,REJ,True,True,0,Sr,1,60,1,40,6,0.0001320839,6b77933b392d05f9,eb77933b392d05f9
53,192.168.1.3,192.168.1.1,udp,0,0,1740119688.363378,Ct09OQ3D0ERjf8Dgga,52203,REJ,True,True,0,Sr,1,60,1,40,6,0.0001320839,6b77933b392d05f9,eb77933b392d05f9
53,192.168.1.3,192.168.1.1,udp,0,0,1740119568.351007,Ct09OQ3D0ERjf8Dgga,52203,REJ,True,True,0,Sr,1,60,1,40,6,0.0001320839,6b77933b392d05f9,eb77933b392d05f9
53,192.168.1.3,192.168.1.1,udp,0,0,1740119388.346681,Ct09OQ3D0ERjf8Dgga,52203,REJ,True,True,0,Sr,1,60,1,40,6,0.0001320839,6b77933b392d05f9,eb77933b392d05f9
53,192.168.1.3,192.168.1.1,udp,0,0,1740118308.095205,Ct09OQ3D0ERjf8Dgga,52203,REJ,True,True,0,Sr,1,60,1,40,6,0.0001320839,6b77933b392d05f9,eb77933b392d05f9
53,192.168.1.3,192.168.1.1,udp,0,0,1740118968.328067,Ct09OQ3D0ERjf8Dgga,52203,REJ,True,True,0,Sr,1,60,1,40,6,0.0001320839,6b77933b392d05f9,eb77933b392d05f9
53,192.168.1.3,192.168.1.1,udp,0,0,1740119388.346681,Ct09OQ3D0ERjf8Dgga,52203,REJ,True,True,0,Sr,1,60,1,40,6,0.0001320839,6b77933b392d05f9,eb77933b392d05f9
53,192.168.1.3,192.168.1.1,udp,0,0,1740118488.179072,Ct09OQ3D0ERjf8Dgga,52203,REJ,True,True,0,Sr,1,60,1,40,6,0.0001320839,6b77933b392d05f9,eb77933b392d05f9
53,192.168.1.3,192.168.1.1,udp,0,0,1740118428.102323,Ct09OQ3D0ERjf8Dgga,52203,REJ,True,True,0,Sr,1,60,1,40,6,0.0001320839,6b77933b392d05f9,eb77933b392d05f9
53,192.168.1.3,192.168.1.1,udp,0,0,1740119388.346681,Ct09OQ3D0ERjf8Dgga,52203,REJ,True,True,0,Sr,1,60,1,40,6,0.0001320839,6b77933b392d05f9,eb77933b392d05f9
53,192.168.1.3,192.168.1.1,udp,0,0,1740119628.352176,Ct09OQ3D0ERjf8Dgga,52203,REJ,True,True,0,Sr,1,60,1,40,6,0.0001320839,6b77933b392d05f9,eb77933b392d05f9
53,192.168.1.3,192.168.1.1,udp,0,0,1740119402.557002,Ct09OQ3D0ERjf8Dgga,52203,REJ,True,True,0,Sr,1,60,1,40,6,0.0058019161,6b77933b392d05f9,eb77933b392d05f9
53,192.168.1.3,192.168.1.1,udp,0,0,1740119688.363378,Ct09OQ3D0ERjf8Dgga,52203,REJ,True,True,0,Sr,1,60,1,40,6,0.0058019161,6b77933b392d05f9,eb77933b392d05f9
53,192.168.1.3,192.168.1.1,udp,0,0,1740118127.959023,Ct09OQ3D0ERjf8Dgga,52203,REJ,True,True,0,Sr,1,60,1,40,6,0.0058019161,6b77933b392d05f9,eb77933b392d05f9
53,192.168.1.3,192.168.1.1,udp,0,0,1740118205.508582,CPPuZe4nvHdPVVs6t6,39357,REJ,True,True,0,Sr,1,60,1,40,6,0.0058019161,6b77933b392d05f9,eb77933b392d05f9
